1HFSC2102HA011111,1HFSC2102HA011111,ERRORFAILEDCHECKDIGIT,1987,Honda,CBR1000F,CBR1000F,Sport,1000cc,5398,489lb,0in,"",6speed,"","","",0,0
9C2ME09014R011111,9C2ME09014R011111,ERRORFAILEDCHECKDIGIT,2004,Honda,CRF230F,CRF230F,OffRoad,230cc,3399,238lb,0in,NotAvailableonModel,6speed,"","","",0,0
JKBVNAE19WA011111,JKBVNAE19WA011111,ERRORFAILEDCHECKDIGIT,1998,Kawasaki,Vulcan1500Classic,VN1500E,Cruiser,1500cc,10299,644lb,654in,NotAvailableonModel,5speed,Shaft,Vtwin,Shaft,839,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JKAZXCC194A011111,JKAZXCC194A011111,ERRORFAILEDCHECKDIGIT,2004,Kawasaki,NinjaZX10R,ZX1000C,SuperSport,1000cc,10699,374lb,545in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JH2RC44601M411111,JH2RC44601M411111,ERRORFAILEDCHECKDIGIT,2001,Honda,ShadowAce750,VT750CD2,Cruiser,750cc,6199,505lb,636in,NotAvailableonModel,5speed,Chain,Vtwin,Chain,0,0
JKAZX9B1X4A011111,JKAZX9B1X4A011111,ERRORFAILEDCHECKDIGIT,2004,Kawasaki,NinjaZX12R,ZX1200B,Sport,1200cc,10999,463lb,571in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JS1VT52A5X2111111,JS1VT52A5X2111111,ERRORFAILEDCHECKDIGIT,1999,Suzuki,TL1000R,TL1000R,SuperSport,1000cc,9499,434lb,0in,"",6speed,"","","",0,0
JH2PF01112K011111,JH2PF01112K011111,ERRORFAILEDCHECKDIGIT,2002,Honda,SilverWing,FSC600,Scooter,600cc,7499,501lb,628in,OptionalonModelnotequipped,Automatic,Belt,Paralleltwin,Belt,0,0
JKAZX4E17WB511111,JKAZX4E17WB511111,ERRORFAILEDCHECKDIGIT,1998,Kawasaki,NinjaZX6,ZX600E,SuperSport,600cc,6999,430lb,0in,"",6speed,"","","",0,0
JSAAK47A432111111,JSAAK47A432111111,PASS,2003,Suzuki,QuadSportZ400,LTZ400Z,ATV,400cc,5699,372lb,49in,NotAvailableonModel,5speed,Chain,Single,Chain,0,0
JYARN10EX2A011111,JYARN10EX2A011111,ERRORFAILEDCHECKDIGIT,2002,Yamaha,YZFR1,YZFR1YZFR1C,SuperSport,998cc,10299,382lb,549in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1BJL47WY011111,1HD1BJL47WY011111,ERRORFAILEDCHECKDIGIT,1998,HarleyDavidson,HeritageSoftailClassic,FLSTC,Cruiser,1340cc,15800,704lb,0in,"",5speed,"","","",0,0
JH2PC0810GM311111,JH2PC0810GM311111,ERRORFAILEDCHECKDIGIT,1986,Honda,Shadow500,VT500C,Cruiser,500cc,2898,408lb,0in,"",6speed,"","","",0,0
JYAVP17E84A011111,JYAVP17E84A011111,ERRORFAILEDCHECKDIGIT,2004,Yamaha,RoadStar,XV1700AACASASCATARC,Cruiser,1670cc,11199,679lb,665in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,0,0
JS1GW71A642111111,JS1GW71A642111111,ERRORFAILEDCHECKDIGIT,2004,Suzuki,Hayabusa,GSX1300R,Sport,1300cc,10849,478lb,585in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JYA15R002CA011111,JYA15R002CA011111,ERRORFAILEDCHECKDIGIT,1982,Yamaha,XJ750,XJ750,Standard,749cc,0,474lb,598in,NotAvailableonModel,5speed,Shaft,Inline4,Shaft,0,90
1HD1CGP142K111111,1HD1CGP142K111111,ERRORFAILEDCHECKDIGIT,2002,HarleyDavidson,Sportster1200Custom,XL1200C,Cruiser,1200cc,9575,554lb,598in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,79,0
JSLAK47B242111111,JSLAK47B242111111,PASS,2004,Kawasaki,KFX400,KSF400A,ATV,398cc,5699,373lb,49in,NotAvailableonModel,5speedwreverse,Chain,Single,Chain,0,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JS1GW71A232111111,JS1GW71A232111111,ERRORFAILEDCHECKDIGIT,2003,Suzuki,Hayabusa,GSX1300R,Sport,1300cc,10849,478lb,585in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JS1GW71A942111111,JS1GW71A942111111,ERRORFAILEDCHECKDIGIT,2004,Suzuki,Hayabusa,GSX1300R,Sport,1300cc,10849,478lb,585in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1CGP16YK111111,1HD1CGP16YK111111,ERRORFAILEDCHECKDIGIT,2000,HarleyDavidson,Sportster1200Custom,XL1200C,Cruiser,1200cc,9315,554lb,598in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,79,0
JS1GT75A042111111,JS1GT75A042111111,ERRORFAILEDCHECKDIGIT,2004,Suzuki,GSXR1000,GSXR1000K,SuperSport,1000cc,10499,370lb,553in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1BTY134Y011111,1HD1BTY134Y011111,PASS,2004,HarleyDavidson,NightTrain,FXSTB,Cruiser,1450cc,15235,630lb,669in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,85,0
JH2PC350X2M311111,JH2PC350X2M311111,ERRORFAILEDCHECKDIGIT,2002,Honda,CBR600F4i,CBR600F4,SuperSport,600cc,8199,370lb,545in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JS1GT75A342111111,JS1GT75A342111111,ERRORFAILEDCHECKDIGIT,2004,Suzuki,GSXR1000,GSXR1000K,SuperSport,1000cc,10499,370lb,553in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1BVB134Y011111,1HD1BVB134Y011111,ERRORFAILEDCHECKDIGIT,2004,HarleyDavidson,SoftailStandardEFI,FXSTI,Cruiser,1450cc,14535,629lb,669in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,85,0
1HD1EAL11MY111111,1HD1EAL11MY111111,ERRORFAILEDCHECKDIGIT,1991,HarleyDavidson,SuperGlide,FXR,Cruiser,1340cc,8995,575lb,0in,"",5speed,"","","",0,0
AL02AV00300011111,AL02AV00300011111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JS1VS53A412111111,JS1VS53A412111111,ERRORFAILEDCHECKDIGIT,2001,Suzuki,Marauder,VZ800,Cruiser,800cc,5999,456lb,648in,NotAvailableonModel,5speed,Chain,Vtwin,Chain,0,0
JKAZR9A133A011111,JKAZR9A133A011111,ERRORFAILEDCHECKDIGIT,2003,Kawasaki,ZRX1200R,ZR1200A,UncladSport,1164cc,7899,492lb,577in,NotAvailableonModel,5speed,Chain,Inline4,Chain,0,0
JS1GW71A622111111,JS1GW71A622111111,ERRORFAILEDCHECKDIGIT,2002,Suzuki,Hayabusa,GSX1300R,Sport,1300cc,10849,478lb,585in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HFSC1800TA011111,1HFSC1800TA011111,ERRORFAILEDCHECKDIGIT,1996,Honda,ShadowSpirit,VT1100C,Cruiser,1100cc,8299,556lb,65in,NotAvailableonModel,5speed,Shaft,Vtwin,Shaft,0,0
JKAZRDH152A011111,JKAZRDH152A011111,ERRORFAILEDCHECKDIGIT,2002,Kawasaki,ZR7S,ZR750H1,UncladSport,750cc,5999,463lb,0in,NotAvailableonModel,5speed,"","","",0,0
JH2PC35022M311111,JH2PC35022M311111,PASS,2002,Honda,CBR600F4i,CBR600F4,SuperSport,600cc,8199,370lb,545in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JKAEXVD11RA011111,JKAEXVD11RA011111,ERRORFAILEDCHECKDIGIT,1994,Kawasaki,Ninja500,EX500D,Sport,500cc,4399,380lb,0in,"",6speed,"","","",0,0
1HD1GLV102Y311111,1HD1GLV102Y311111,ERRORFAILEDCHECKDIGIT,2002,HarleyDavidson,DynaTSport,FXDXT,Cruiser,1450cc,15135,642lb,632in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,0,0
47STE26O834211111,47STE260834211111,PASS,"","","","","","",0,lb,in,"","","","","","",""
2F11902H711111,"","","","","","","","","","","","","","","","","",""
WB1O434A01ZA11111,WB10434A01ZA11111,ERRORFAILEDCHECKDIGIT,2001,BMW,R1200C,R1200C,Cruiser,1200cc,14500,482lb,646in,"",5speed,"",Opposedtwin,"",0,0
1HD1FVW174Y711111,1HD1FVW174Y711111,ERRORFAILEDCHECKDIGIT,2004,HarleyDavidson,ElectraGlideStandardEFI,FLHTI,Touring,1450cc,15295,758lb,635in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,85,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JY4AG02364C011111,JY4AG02364C011111,ERRORFAILEDCHECKDIGIT,2004,Yamaha,Blaster,YFS200S,ATV,195cc,3199,324lb,435in,NotAvailableonModel,6speed,Chain,Single2stroke,Chain,0,0
JY45AHE014A011111,JY45AHE014A011111,ERRORFAILEDCHECKDIGIT,2004,Yamaha,YZF600R,YZF600RYZF600RC,Sport,600cc,6999,412lb,557in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JH2SC44131M111111,JH2SC44131M111111,ERRORFAILEDCHECKDIGIT,2001,Honda,CBR929RR,CBR9000R,SuperSport,929cc,9999,379lb,0in,"",6speed,"","","",0,0
JYARJ04E7YA011111,JYARJ04E7YA011111,ERRORFAILEDCHECKDIGIT,2000,Yamaha,YZFR6,YZFR6,SuperSport,599cc,7999,365lb,543in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JYA22R001DA111111,JYA22R001DA111111,ERRORFAILEDCHECKDIGIT,1983,Yamaha,XJ750M,XJ750M,Standard,748cc,4650,0lb,0in,"","","",Inline4,"",0,0
478TE260114011111,478TE260114011111,PASS,2001,Honda,FourTraxForeman450,TRX450FA,ATV,450cc,6199,573lb,0in,"",5speed,"","","",0,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
478TE250534211111,478TE250534211111,ERRORFAILEDCHECKDIGIT,2003,Honda,FourTraxRancher4x4,TRX350FM,ATV,350cc,5199,524lb,491in,NotAvailableonModel,5speed,Shaft,Single,Shaft,0,0
JS1GR7HA132111111,JS1GR7HA132111111,ERRORFAILEDCHECKDIGIT,2003,Suzuki,GSXR750,GSXR750K,SuperSport,750cc,9449,365lb,555in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HFSC340XXA211111,1HFSC340XXA211111,ERRORFAILEDCHECKDIGIT,1999,Honda,Valkyrie,GL1500C,Cruiser,1500cc,13099,682lb,665in,NotAvailableonModel,5speed,Shaft,Opposed6,Shaft,0,0
1HD1BKL1XSY011111,1HD1BKL1XSY011111,ERRORFAILEDCHECKDIGIT,1995,HarleyDavidson,SoftailCustom,FXSTC,Cruiser,1340cc,13125,618lb,0in,"",5speed,"","","",0,0
JS1GR77A8K2111111,JS1GR77A8K2111111,ERRORFAILEDCHECKDIGIT,1989,Suzuki,GSXR750,GSXR750,SuperSport,750cc,5799,429lb,559in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JH2PC190XHM011111,JH2PC190XHM011111,ERRORFAILEDCHECKDIGIT,1987,Honda,CBR600F,CBR600F,SuperSport,600cc,3698,396lb,0in,"",6speed,"","","",0,0
1HD1BJL15JY011111,1HD1BJL15JY011111,ERRORFAILEDCHECKDIGIT,1988,HarleyDavidson,HeritageSoftailClassic,FLST,Cruiser,1340cc,9695,650lb,0in,"",5speed,"",Vtwin,"",0,0
JH2RC1307DM011111,JH2RC1307DM011111,ERRORFAILEDCHECKDIGIT,1983,Honda,Nighthawk650,CB650SC,Standard,650cc,2798,434lb,0in,"","","","","",0,0
1HD1FRW12XY611111,1HD1FRW12XY611111,ERRORFAILEDCHECKDIGIT,1999,HarleyDavidson,RoadKingClassicEFI,FLHRCI,Touring,1450cc,16985,710lb,635in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,86,0
1HD1BXB373Y011111,1HD1BXB373Y011111,ERRORFAILEDCHECKDIGIT,2003,HarleyDavidson,FatBoyEFI,FLSTFICAVIN,Cruiser,1450cc,17030,666lb,642in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,752,64
JH2RC44081K511111,JH2RC44081K511111,ERRORFAILEDCHECKDIGIT,2001,Honda,ShadowAero,VT750C,Cruiser,750cc,5699,496lb,648in,NotAvailableonModel,5speed,Chain,Vtwin,Chain,0,0
1HD4CEM1XLY111111,1HD4CEM1XLY111111,ERRORFAILEDCHECKDIGIT,1990,HarleyDavidson,Sportster883Hugger,XLH883Hugger,Cruiser,883cc,4495,463lb,0in,"",4speed,"","","",0,0
JH2PC2500MM011111,JH2PC2500MM011111,ERRORFAILEDCHECKDIGIT,1991,Honda,CBR600F2,CBR600F2,SuperSport,600cc,5298,407lb,0in,"",6speed,"","","",0,0
JS1GM51A5R2111111,JS1GM51A5R2111111,ERRORFAILEDCHECKDIGIT,1994,Suzuki,GS500,GS500E,Standard,500cc,3649,372lb,0in,"",6speed,"","","",0,0
JS1VX51L1Y2111111,JS1VX51L1Y2111111,PASS,2000,Suzuki,Intruder1400,VS1400GLP,Cruiser,1400cc,8299,537lb,635in,NotAvailableonModel,5speed,Shaft,Vtwin,Shaft,0,0
1HFSC0214CA211111,1HFSC0214CA211111,ERRORFAILEDCHECKDIGIT,1982,Honda,GoldWingInterstate,GL1100I,Touring,1100cc,4098,588lb,0in,"","","","","",0,0
JS1SK42A2T2111111,JS1SK42A2T2111111,ERRORFAILEDCHECKDIGIT,1996,Suzuki,DR350SE,DR350SE,DualPurpose,350cc,4499,287lb,0in,"",6speed,"","","",0,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JKBVNAG17XA011111,JKBVNAG17XA011111,ERRORFAILEDCHECKDIGIT,1999,Kawasaki,Vulcan1500Normal,VN1500G,Cruiser,1500cc,11999,600lb,0in,"",5speed,"","","",0,0
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JS1GN7BA132111111,JS1GN7BA132111111,PASS,2003,Suzuki,GSXR600,GSXR600,SuperSport,600cc,7999,359lb,551in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1FLW161Y611111,1HD1FLW161Y611111,ERRORFAILEDCHECKDIGIT,2001,HarleyDavidson,UltraClassicElectraGlideEFIShrine,FLHTCUIwithshrine,Touring,1450cc,19790,788lb,635in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,86,0
RC05201375211111,"","","","","","","","","","","","","","","","","",""
5VPCB16D733011111,5VPCB16D733011111,ERRORFAILEDCHECKDIGIT,2003,Victory,Kingpin,Kingpin,Cruiser,1507cc,14999,639lb,656in,NotAvailableonModel,6speed,Belt,Vtwin,Belt,0,0
JH2PC37073M011111,JH2PC37073M011111,ERRORFAILEDCHECKDIGIT,2003,Honda,CBR600RR,CBR600RR,SuperSport,600cc,8599,361lb,547in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JKAZG9A15GA011111,JKAZG9A15GA011111,ERRORFAILEDCHECKDIGIT,2016,Kawasaki,"","","",0cc,0,0lb,0in,"","","","","",0,0
JS1VY51A132111111,JS1VY51A132111111,ERRORFAILEDCHECKDIGIT,2003,Suzuki,IntruderLC,VL1500K,Cruiser,1500cc,9999,659lb,669in,NotAvailableonModel,5speed,Shaft,Vtwin,Shaft,0,0
JYA5AHE054A011111,JYA5AHE054A011111,ERRORFAILEDCHECKDIGIT,2004,Yamaha,YZF600R,YZF600RYZF600RC,Sport,600cc,6999,412lb,557in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
1HD1GEL10WY311111,1HD1GEL10WY311111,ERRORFAILEDCHECKDIGIT,1998,HarleyDavidson,DynaWideGlide,FXDWG,Cruiser,1340cc,15300,598lb,0in,"",5speed,"","","",0,0
1HD1JAB163Y011111,1HD1JAB163Y011111,ERRORFAILEDCHECKDIGIT,2003,HarleyDavidson,NightTrainEFI,FXSTBI,Cruiser,1450cc,16175,630lb,669in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,85,0
JH2PD0300GK311111,JH2PD0300GK311111,PASS,1986,Honda,XL600R,XL600R,DualPurpose,600cc,2798,296lb,0in,"",5speed,"","","",0,0
1HD1BWB142Y011111,1HD1BWB142Y011111,PASS,2002,HarleyDavidson,HeritageSoftailClassicEFI,FLSTCI,Cruiser,1450cc,17740,696lb,645in,NotAvailableonModel,5speed,Belt,Vtwin,Belt,85,0
JYACE03C1XA011111,JYACE03C1XA011111,PASS,1999,Yamaha,"","","",0cc,0,0lb,0in,"","","","","",0,0
JH2ME033X1M311111,JH2ME033X1M311111,ERRORFAILEDCHECKDIGIT,2001,Honda,CR250R,CR250R,OffRoad,250cc,5899,223lb,0in,"",5speed,"","","",0,0
JS1NP41A9Y2111111,JS1NP41A9Y2111111,ERRORFAILEDCHECKDIGIT,2000,Suzuki,Savage650,LS650P,Cruiser,650cc,4249,355lb,583in,NotAvailableonModel,5speed,Belt,Single,Belt,0,0
JYARN07E93A011111,JYARN07E93A011111,ERRORFAILEDCHECKDIGIT,2003,Yamaha,FZ1Fazor,FZS1000FZS1000C,UncladSport,1000cc,8499,438lb,575in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JYARJ04E11A011111,JYARJ04E11A011111,ERRORFAILEDCHECKDIGIT,2001,Yamaha,YZFR6,YZFR6,SuperSport,599cc,7999,365lb,543in,NotAvailableonModel,6speed,Chain,Inline4,Chain,0,0
JH2SC360XWM011111,JH2SC360XWM011111,ERRORFAILEDCHECKDIGIT,1998,Honda,Superhawk,VTR1000F,Sport,1000cc,8999,426lb,563in,NotAvailableonModel,6speed,Chain,Vtwin,Chain,0,0
1HD1BML19NY011111,1HD1BML19NY011111,ERRORFAILEDCHECKDIGIT,1992,HarleyDavidson,FatBoy,FLSTF,Cruiser,1340cc,11875,650lb,0in,"",5speed,"","","",0,0
2A22276H011111,"","","","","","","","","","","","","","","","","",""
99999999999911111,99999999999911111,ERRORFAILEDCHECKDIGIT,"","","","","","",0,lb,in,"","","","","","",""
JKAZX2E111A011111,JKAZX2E111A011111,ERRORFAILEDCHECKDIGIT,2001,Kawasaki,NinjaZX9R,ZX900E,Sport,900cc,10199,404lb,0in,"",6speed,"","","",0,0
